id,key,english,thai,source_file,source_line,namespace,category,context,status,runtime_role,thai_signal,protected_reason,protected_terms,locked_spans,russian,notes,english_hash,classification_version,classification_source
bot_messages:fane_maciuca_rhapsody_kill6,fane_maciuca_rhapsody_kill6,"Oh war is the common cry, Pick up your swords and fly.",เสียงแห่งสงครามดังก้องไปทั่ว หยิบดาบของเจ้า แล้วโบยบินไป!,stringtables/bot_messages_en.str,93,bot_messages,functional_ui,bot_messages string table,TRANSLATE,DISPLAY_TEXT,DIFFERENT,,[],[],,,0769d2d57ca2b09bc2c5dabb2abada17efff06144146e048d3de7f6cdbba0c0a,3,AUTO
bot_messages:fane_maciuca_rhapsody_kill7,fane_maciuca_rhapsody_kill7,Let the music be your master. Will you heed the master's call?,ปล่อยให้เสียงดนตรีนำทางเจ้า... เจ้าจะรับเสียงเพรียกของมันหรือไม่?,stringtables/bot_messages_en.str,94,bot_messages,functional_ui,bot_messages string table,TRANSLATE,DISPLAY_TEXT,DIFFERENT,,[],[],,,8d0d3ae1371d515943a7b75883353f20a43aeceb1a2c1cb1476db29f78f3fba8,3,AUTO
bot_messages:fane_maciuca_rhapsody_respawn1,fane_maciuca_rhapsody_respawn1,"I'm having a nervous breakdown, Drive me insane!",ข้ากำลังจะประสาทกินแล้วนะ! แทบจะเป็นบ้าแล้ว!,stringtables/bot_messages_en.str,96,bot_messages,functional_ui,bot_messages string table,TRANSLATE,DISPLAY_TEXT,DIFFERENT,,[],[],,,6670bf80eb8ebe4661145d7ef0a2bd4b7d36a78dca9500a73cd739b3877c7b44,3,AUTO
bot_messages:fane_maciuca_rhapsody_respawn2,fane_maciuca_rhapsody_respawn2,I've been dazed and confused...,ข้าทั้งมึน ทั้งสับสน... ไม่รู้ว่าตัวเองอยู่ตรงไหนอีกแล้ว...,stringtables/bot_messages_en.str,97,bot_messages,functional_ui,bot_messages string table,TRANSLATE,DISPLAY_TEXT,DIFFERENT,,[],[],,,850907e000b0092c52b7f2c37ce45f0fbb188d7e904c38ab34746fcbede194bb,3,AUTO
bot_messages:fane_maciuca_rhapsody_respawn3,fane_maciuca_rhapsody_respawn3,"Gonna love you baby, here I come again!!",จะรักเจ้าให้หมดใจเลยที่รัก! ข้ากลับมาแล้ว!!,stringtables/bot_messages_en.str,98,bot_messages,functional_ui,bot_messages string table,TRANSLATE,DISPLAY_TEXT,DIFFERENT,,[],[],,,428d5d1c33b185bf7a7cb5752ebf05392023de6fa390701514c942c904bb1d87,3,AUTO
bot_messages:fane_maciuca_rhapsody_respawn4,fane_maciuca_rhapsody_respawn4,Will your tongue wag so much when I send you the bill?,ปากเจ้าจะยังพูดเก่งอยู่ไหม... ตอนที่เห็นบิลที่ข้าจะส่งให้น่ะ?,stringtables/bot_messages_en.str,99,bot_messages,functional_ui,bot_messages string table,TRANSLATE,DISPLAY_TEXT,DIFFERENT,,[],[],,,60d66fc741b1b1d6d147f278d0e067134560b37e9d7f889b4537d1c356f7cf63,3,AUTO
bot_messages:fane_maciuca_rhapsody_respawn5,fane_maciuca_rhapsody_respawn5,They hold no quarter.,พวกนั้นไม่รู้จักคำว่าเมตตาเลยจริง ๆ,stringtables/bot_messages_en.str,100,bot_messages,functional_ui,bot_messages string table,TRANSLATE,DISPLAY_TEXT,DIFFERENT,,[],[],,,6a56484379106f0cd9049e565e670887a75da91d6cc49fd32026eb3773c6ddec,3,AUTO
bot_messages:fane_maciuca_rhapsody_death1,fane_maciuca_rhapsody_death1,What is and What Should Never Be,สิ่งที่เป็น... และสิ่งที่ไม่ควรจะเป็น,stringtables/bot_messages_en.str,102,bot_messages,functional_ui,bot_messages string table,TRANSLATE,DISPLAY_TEXT,DIFFERENT,,[],[],,,74b8505843f8b889d79cd54402ac100283d630bde3f34c01a39c59f2c0fbaeec,3,AUTO
bot_messages:fane_maciuca_rhapsody_death2,fane_maciuca_rhapsody_death2,Some people cry and some people die by the wicked ways of love.,บางคนร่ำไห้... บางคนต้องตาย เพราะเสน่ห์ร้ายของความรัก,stringtables/bot_messages_en.str,103,bot_messages,functional_ui,bot_messages string table,TRANSLATE,DISPLAY_TEXT,DIFFERENT,,[],[],,,ec7c50d98227ead8568e2f43dee8081d538e93fbdff8bec6f9fe49260ac41918,3,AUTO
bot_messages:fane_maciuca_rhapsody_death3,fane_maciuca_rhapsody_death3,The pain of war cannot exceed the woe of aftermath.,ความเจ็บปวดจากสงคราม ไม่อาจรุนแรงไปกว่าความทุกข์ที่ตามมาหลังมันจบลง,stringtables/bot_messages_en.str,104,bot_messages,functional_ui,bot_messages string table,TRANSLATE,DISPLAY_TEXT,DIFFERENT,,[],[],,,e0b9165d852954662c24e016c7a5de2be0b49eb4bbb66f6592406dd89d6b5485,3,AUTO
bot_messages:fane_maciuca_rhapsody_death4,fane_maciuca_rhapsody_death4,Upon us all a little rain must fall.,ฝนตกลงมาให้เราทุกคนได้เปียกสักนิดเป็นธรรมดา,stringtables/bot_messages_en.str,105,bot_messages,functional_ui,bot_messages string table,TRANSLATE,DISPLAY_TEXT,DIFFERENT,,[],[],,,d8a056384beaf31fdd476f8b11455a29e865b91b0b7e0387dd5fcf9608a174af,3,AUTO
bot_messages:fane_maciuca_rhapsody_death5,fane_maciuca_rhapsody_death5,"Babe, baby, baby, I'm Gonna Leave You.",ที่รัก... ที่รักของข้า... ข้าคงต้องจากเธอไปแล้ว,stringtables/bot_messages_en.str,106,bot_messages,functional_ui,bot_messages string table,TRANSLATE,DISPLAY_TEXT,DIFFERENT,,[],[],,,047ff92c5abfdda613312dd2e7cc79c4060ce9b219445372825db6a1b097a24f,3,AUTO
bot_messages:fane_maciuca_rhapsody_death6,fane_maciuca_rhapsody_death6,So this is the stairway to heaven?,นี่สินะ... บันไดสู่สวรรค์?,stringtables/bot_messages_en.str,107,bot_messages,functional_ui,bot_messages string table,TRANSLATE,DISPLAY_TEXT,DIFFERENT,,[],[],,,d616f9c5e777808129f2841627e54f9b16683bb10c4688ba8b5808584278f956,3,AUTO
bot_messages:viper_engineer_kill1,viper_engineer_kill1,You thought you had a chance? I did the math.,คิดว่ามีโอกาสเหรอ? ข้าคำนวณไว้หมดแล้ว,stringtables/bot_messages_en.str,112,bot_messages,functional_ui,bot_messages string table,TRANSLATE,DISPLAY_TEXT,DIFFERENT,,[],[],,,ff6732636b6318565827c0aa84f4a8caeeed0baf43af0e8928cef945d8488429,3,AUTO
bot_messages:viper_engineer_kill2,viper_engineer_kill2,"I think you forget, I am good with calculation.",ดูเหมือนเจ้าจะลืมไปนะ ว่าข้าเก่งคณิตแค่ไหน,stringtables/bot_messages_en.str,113,bot_messages,functional_ui,bot_messages string table,TRANSLATE,DISPLAY_TEXT,DIFFERENT,,[],[],,,b33fd879dac7877ec7b65e12b6253d4a06410d39aa6f27c406dfaf6ca14f2ed2,3,AUTO
bot_messages:viper_engineer_kill3,viper_engineer_kill3,Heimerdinger has got nothing on me.,Heimerdinger น่ะ... ยังห่างชั้นกับข้านัก!,stringtables/bot_messages_en.str,114,bot_messages,functional_ui,bot_messages string table,TRANSLATE,DISPLAY_TEXT,DIFFERENT,,[],[],,,61c80d4c5c6c847bbbae793d9932bd3b121baa1d0861d7e6294ab0f5a93c0677,3,AUTO
bot_messages:viper_engineer_kill4,viper_engineer_kill4,That was easier than computing quadratic air resistance.,ง่ายกว่าการคำนวณแรงต้านอากาศกำลังสองอีกนะเนี่ย,stringtables/bot_messages_en.str,115,bot_messages,functional_ui,bot_messages string table,TRANSLATE,DISPLAY_TEXT,DIFFERENT,,[],[],,,77b7527393243eed4498296b0bb77aead4ad95908b27d8cf957ad5b13959c83a,3,AUTO
bot_messages:viper_engineer_kill5,viper_engineer_kill5,"Something more challenging please, it's like I am proving the uncertainty principle.",ขออะไรท้าทายกว่านี้หน่อยเถอะ แบบนี้มันง่ายเหมือนข้ากำลังพิสูจน์หลักความไม่แน่นอนเลย!,stringtables/bot_messages_en.str,116,bot_messages,functional_ui,bot_messages string table,TRANSLATE,DISPLAY_TEXT,DIFFERENT,,[],[],,,f37cd8228fb4b1b3cdea4239e1d769315c683db6c98ed61f800c560436b27cd6,3,AUTO
bot_messages:viper_engineer_kill6,viper_engineer_kill6,That was about as simple as understanding the time-dependent Schrödinger equation.,โอ้ นี่มันง่ายพอ ๆ กับการเข้าใจสมการชโรดิงเงอร์เชิงเวลาเลยล่ะ,stringtables/bot_messages_en.str,117,bot_messages,functional_ui,bot_messages string table,TRANSLATE,DISPLAY_TEXT,DIFFERENT,,[],[],,,5412d72b4c94ad6230078538a0f566522bcadd932c975b6bce88f06c7a8fe1fd,3,AUTO
bot_messages:schnarchnase_grave_kill1,schnarchnase_grave_kill1,Don't worry. Soon you will be one of my lovely zombies!,ไม่ต้องห่วง เดี๋ยวเจ้าก็จะได้เป็นซอมบี้สุดน่ารักของข้าแล้ว!,stringtables/bot_messages_en.str,122,bot_messages,functional_ui,bot_messages string table,TRANSLATE,DISPLAY_TEXT,DIFFERENT,,[],[],,,c9c060fd18766474b0bcca820d8e46c3024ee457634a9e157aaa355ccb1b347e,3,AUTO
bot_messages:schnarchnase_grave_kill2,schnarchnase_grave_kill2,Catch a corpse!,จับศพได้อีกหนึ่ง!,stringtables/bot_messages_en.str,123,bot_messages,functional_ui,bot_messages string table,TRANSLATE,DISPLAY_TEXT,DIFFERENT,,[],[],,,31b7cee158c4b2f651fb4b91b2b5b70f32f0cb344419feefa3f9f6524bcd1f59,3,AUTO
bot_messages:schnarchnase_grave_kill3,schnarchnase_grave_kill3,Rest in pieces.,ขอให้หลับ... เป็นชิ้น ๆ ไปเลยนะ,stringtables/bot_messages_en.str,124,bot_messages,functional_ui,bot_messages string table,TRANSLATE,DISPLAY_TEXT,DIFFERENT,,[],[],,,db0bc0d759de99b4bba638693fa877fe24989f89155c7591a0875958aa85791c,3,AUTO
bot_messages:schnarchnase_grave_kill4,schnarchnase_grave_kill4,Another happy customer!,ลูกค้าแสนสุขอีกคนของข้า~,stringtables/bot_messages_en.str,125,bot_messages,functional_ui,bot_messages string table,TRANSLATE,DISPLAY_TEXT,DIFFERENT,,[],[],,,083056ef3ac7292e664b6d86335676dc89e8349a2f0ec78bcd0cc00fc4f86274,3,AUTO
bot_messages:schnarchnase_grave_kill5,schnarchnase_grave_kill5,"Whoops! Sorry, it was a mistake. Don't take it personally.",อุ๊ปส์! ขอโทษที มือมันลั่น... อย่าถือสาเลยนะ,stringtables/bot_messages_en.str,126,bot_messages,functional_ui,bot_messages string table,TRANSLATE,DISPLAY_TEXT,DIFFERENT,,[],[],,,c54276c49ba8c0aae6799a615cd238d77e7fdcfc6a1869e8dadbeb80d5859c6d,3,AUTO
bot_messages:schnarchnase_grave_kill6,schnarchnase_grave_kill6,To be continued!,โปรดติดตามตอนต่อไป!,stringtables/bot_messages_en.str,127,bot_messages,functional_ui,bot_messages string table,TRANSLATE,DISPLAY_TEXT,DIFFERENT,,[],[],,,d4727c04efdc6f847439acea627c1ef5b0a7346b00fed5a7c6f1130609a962b3,3,AUTO
bot_messages:schnarchnase_grave_kill7,schnarchnase_grave_kill7,Once Upon a time there was a hero. The End.,กาลครั้งหนึ่งนานมาแล้ว... มีฮีโร่คนหนึ่ง... จบข่าว,stringtables/bot_messages_en.str,128,bot_messages,functional_ui,bot_messages string table,TRANSLATE,DISPLAY_TEXT,DIFFERENT,,['End'],"[{'canonical_text': 'End', 'type': 'KEYCAP', 'source_start': 39, 'source_end': 42, 'visible_start': 39, 'visible_end': 42, 'case_policy': 'EXACT', 'markup_prefix': '', 'markup_suffix': ''}]",,,6e1770e4cf6d6e11bf9378755634a02065ad9bab7cb906c9072876cf16fa7558,3,AUTO
bot_messages:schnarchnase_grave_respawn1,schnarchnase_grave_respawn1,I will spit on your grave!,ข้าจะถ่มน้ำลายใส่หลุมศพของเจ้าเอง!,stringtables/bot_messages_en.str,130,bot_messages,functional_ui,bot_messages string table,TRANSLATE,DISPLAY_TEXT,DIFFERENT,,[],[],,,9375eff8d34e62cc4d254c61c5203bf9216e5f7f37af9ff9221cab2ac45af6e2,3,AUTO
bot_messages:schnarchnase_grave_respawn2,schnarchnase_grave_respawn2,Welcome to Zombie-Land 3.0,ยินดีต้อนรับสู่ Zombie-Land 3.0,stringtables/bot_messages_en.str,131,bot_messages,functional_ui,bot_messages string table,TRANSLATE,DISPLAY_TEXT,DIFFERENT,,[],[],,,2d9a9c270ef1006808e538636210bafdf3a478a6bbba105a319388665264f881,3,AUTO
bot_messages:schnarchnase_grave_respawn3,schnarchnase_grave_respawn3,I need some fresh corpses,ข้าต้องการศพสด ๆ ด่วนเลย!,stringtables/bot_messages_en.str,132,bot_messages,functional_ui,bot_messages string table,TRANSLATE,DISPLAY_TEXT,DIFFERENT,,[],[],,,d41b49c791a4be17139e7d72d6a07bd98f57bb3a1c2e3765f2b5f580c95c3dd3,3,AUTO
bot_messages:schnarchnase_grave_respawn4,schnarchnase_grave_respawn4,Time to get serious.,ถึงเวลาเอาจริงแล้วสินะ,stringtables/bot_messages_en.str,133,bot_messages,functional_ui,bot_messages string table,TRANSLATE,DISPLAY_TEXT,DIFFERENT,,[],[],,,1971aafdcf774b35b02f4c9e2cfd4289b52e839ee195eeeb05bbf88ddae76ff3,3,AUTO
bot_messages:schnarchnase_grave_death1,schnarchnase_grave_death1,I will be back the day after tomorrow.,ข้าจะกลับมา... มะรืนนี้แหละ,stringtables/bot_messages_en.str,135,bot_messages,functional_ui,bot_messages string table,TRANSLATE,DISPLAY_TEXT,DIFFERENT,,[],[],,,a34c24cc1fd8401e164521a8cb7882e341e25d061fc990c727027ec0daf1d9ba,3,AUTO
bot_messages:schnarchnase_grave_death2,schnarchnase_grave_death2,"That's why, I always carry a tombstone.",เพราะอย่างนี้ไง... ข้าถึงพกหลุมศพติดตัวไว้ตลอด,stringtables/bot_messages_en.str,136,bot_messages,functional_ui,bot_messages string table,TRANSLATE,DISPLAY_TEXT,DIFFERENT,,[],[],,,4c991b786bbc9d7d42b4d07b20c77171ea15d281ce288fe76e3f155897c5b824,3,AUTO
bot_messages:schnarchnase_grave_death3,schnarchnase_grave_death3,"Ugh, I hate rigor mortis.",อ๊ากกก ข้าเกลียดไอ้อาการแข็งทื่อหลังตายนี่จริง ๆ!,stringtables/bot_messages_en.str,137,bot_messages,functional_ui,bot_messages string table,TRANSLATE,DISPLAY_TEXT,DIFFERENT,,[],[],,,4fc6f06bbbc2369861bac86beef2520d5d07a7b92510a05a7354d23690a3cfcc,3,AUTO
bot_messages:schnarchnase_grave_death4,schnarchnase_grave_death4,Restarting.,กำลังรีสตาร์ท...,stringtables/bot_messages_en.str,138,bot_messages,functional_ui,bot_messages string table,TRANSLATE,DISPLAY_TEXT,DIFFERENT,,[],[],,,2ca7fb55f7c73fe69914aad3ba40ce80ff0bea724e129e9550acf8dc3ac959e3,3,AUTO
bot_messages:anakonda_moonqueen_kill1,anakonda_moonqueen_kill1,Shot by the Moon.,ถูกยิงโดยแสงแห่งจันทรา,stringtables/bot_messages_en.str,143,bot_messages,functional_ui,bot_messages string table,TRANSLATE,DISPLAY_TEXT,DIFFERENT,,[],[],,,9b765511324e14e93fc7860415d6e0c985c456b5ca98b65e4a25c283592c83d8,3,AUTO
bot_messages:anakonda_moonqueen_kill2,anakonda_moonqueen_kill2,Harvest moon.,พระจันทร์แห่งการเก็บเกี่ยว,stringtables/bot_messages_en.str,144,bot_messages,functional_ui,bot_messages string table,TRANSLATE,DISPLAY_TEXT,DIFFERENT,,[],[],,,cbad64a8beb6182737ce5a047b529aa69e3e2fb1c5e196800230af91e7293ce1,3,AUTO
bot_messages:anakonda_moonqueen_kill3,anakonda_moonqueen_kill3,Feel the power of the moon.,จงสัมผัสพลังของดวงจันทร์เถิด,stringtables/bot_messages_en.str,145,bot_messages,functional_ui,bot_messages string table,TRANSLATE,DISPLAY_TEXT,DIFFERENT,,[],[],,,af04a1c81da1b96b91a4b412e1727218a4db09173d3fe5cc2c61ad85a0115b6f,3,AUTO
bot_messages:anakonda_moonqueen_kill4,anakonda_moonqueen_kill4,Take one and pass it on.,รับไปหนึ่ง... แล้วส่งต่อให้คนถัดไป,stringtables/bot_messages_en.str,146,bot_messages,functional_ui,bot_messages string table,TRANSLATE,DISPLAY_TEXT,DIFFERENT,,[],[],,,637a6e54c5a0301604ff38534ca04ffe3ff6c299c77dd2770c545b889081bd97,3,AUTO
bot_messages:anakonda_moonqueen_kill5,anakonda_moonqueen_kill5,One to the other.,จากหนึ่งคน... สู่อีกหนึ่งคน,stringtables/bot_messages_en.str,147,bot_messages,functional_ui,bot_messages string table,TRANSLATE,DISPLAY_TEXT,DIFFERENT,,[],[],,,b74d2ffa0896135e15e2f7d942d653a9e47614c8539b4105d2437907ecfe128d,3,AUTO
bot_messages:anakonda_moonqueen_respawn1,anakonda_moonqueen_respawn1,By the moonlight.,ใต้แสงจันทร์นี้...,stringtables/bot_messages_en.str,149,bot_messages,functional_ui,bot_messages string table,TRANSLATE,DISPLAY_TEXT,DIFFERENT,,[],[],,,3fc66c9ca41b89a3cc5850a907d88c0df166581a9727255d6b21ace35341b0af,3,AUTO
bot_messages:anakonda_moonqueen_respawn2,anakonda_moonqueen_respawn2,Moonlight guide me.,ขอจันทรานำทางข้า,stringtables/bot_messages_en.str,150,bot_messages,functional_ui,bot_messages string table,TRANSLATE,DISPLAY_TEXT,DIFFERENT,,[],[],,,8a32e0be731bd4e907976a61e4d5d996b6537dd3ae0c9c31e3050c048466b572,3,AUTO
bot_messages:anakonda_moonqueen_death1,anakonda_moonqueen_death1,Carried away by a moonlight shadow.,ถูกพัดพาไป... ใต้เงาแห่งแสงจันทร์,stringtables/bot_messages_en.str,152,bot_messages,functional_ui,bot_messages string table,TRANSLATE,DISPLAY_TEXT,DIFFERENT,,[],[],,,b79b18ce84853e13f2cd06349e9577cd63a1ab300e453ad2adfc354a5bead2cf,3,AUTO
bot_messages:kairus101_balphagore_kill1,kairus101_balphagore_kill1,* Spews all over keyboard *,* พ่นน้ำใส่คีย์บอร์ดหมดเลย! *,stringtables/bot_messages_en.str,157,bot_messages,functional_ui,bot_messages string table,TRANSLATE,DISPLAY_TEXT,DIFFERENT,,[],[],,,7462759cea162dbac32074e4ff3fceb73e0cf94879d6245802cc89ed0b99f5ef,3,AUTO
bot_messages:kairus101_balphagore_kill2,kairus101_balphagore_kill2,Get trashed kid.,บ๊ายบาย เจ้าเด็กน้อย,stringtables/bot_messages_en.str,158,bot_messages,functional_ui,bot_messages string table,TRANSLATE,DISPLAY_TEXT,DIFFERENT,,[],[],,,d0f77dfe85adbe12f20b6de881293f985a5c427855acb1d884730b868aa9cbf0,3,AUTO
